index,author,retweet,month,content,media type,group,chapter,group_fix
9995,ClasseIIIA_Redi,tweet,1,"Signorina Caporale, fai ridere a volte, ma la tua triste storia mi fa riflettere. Intreccio di comicit‡ e umorismo. #MattiaTW/11",NA,A,11,A
9996,ClasseIIIA_Redi,tweet,1,"Viaggio difficile, Mattia, sulla navicella della finzione che remi ha di menzogna e largo cerca tra scogli di ardue domande #MattiaTW/11",NA,A,11,A
10030,Cri_4ARIM,tweet,1,#MattiaTW/11  https://t.co/WSPyPnHpZU,NA,O2,11,NR
10031,Cri_4ARIM,tweet,1,"A un certo punto, la luna, declinando, si mostrÚ nel vano dell mia finestra, come se volesse spiarmi. #MattiaTW/11",NA,O2,11,NR
10032,Cri_4ARIM,tweet,1,"Allegri tutti, anzi felici.  #MattiaTW/11",NA,O2,11,NR
10033,Cri_4ARIM,tweet,1,"Avevo lasciato aperta la gelosia, aperti gli scuri. #MattiaTW/11",NA,O2,11,NR
10038,Cri_4ARIM,tweet,1,"Compresi cosÏ, che, non ostante quel mio strambo aspetto, ella avrebbe potuto amarmi. #MattiaTW/11",NA,O2,11,NR
10039,Cri_4ARIM,tweet,1,"Compresi cosÏ,che,non ostante quel mio strambo aspetto, ella avrebbe potuto amarmi #MattiaTW/11",NA,O2,11,NR
10045,Cri_4ARIM,tweet,1,"Libero! Dicevo ancora  ma gia cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡†. #MattiaTW/11 """"",NA,O2,11,NR
10046,Cri_4ARIM,tweet,1,"Libero! Dicevo ancora  ma gia cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡. #MattiaTW/11 """"",NA,O2,11,NR
10049,Cri_4ARIM,tweet,1,"Ma con tenerissimo compiacimento ricordavo che ella dal terrazzino m'aveva chiamato, come per essere protetta da me. #MattiaTW/11",NA,O2,11,NR
10050,Cri_4ARIM,tweet,1,"Ma la causa di tutti i nostri mali, di questa tristezza nostra, sai qual Ë?  #MattiaTW/11",NA,O2,11,NR
10052,Cri_4ARIM,tweet,1,Neanche il vino riusciva dar l'allegria  #MattiaTW/11,NA,O2,11,NR
10087,deborah4ARIM,tweet,1,"#MattiaTW/11  E ora io, dopo un anno e pi˘ di forzato silenzio, provavo un gran piacere a parlare",NA,O2,11,NR
10088,deborah4ARIM,tweet,1,#MattiaTW/11  Libero! Dicevo ancora  ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡.,NA,O2,11,NR
10089,deborah4ARIM,tweet,1,"#MattiaTW/11  Vedevo qualche sera nel terrazzino lÏ accanto la mammina di casa, intenta a innaffiare i vasi di fiori. Ecco la vita!Pensavo.",NA,O2,11,NR
10118,desigerratana,tweet,1,"#MattiaTW/11  Ma la causa vera di tutti i nostri mali, di questa tristezza nostra, sai qual Ë?  La democrazia.",NA,O2,11,NR
10131,diodatifederica,tweet,1,"Ma io non posso andare in una taverna come te, a cercar l'allegria in fondo a un bicchiere. Non ce la saprei trovare io l‡! #MattiaTW/11 """"",NA,O2,11,NR
10132,diodatifederica,tweet,1,"Ma io non posso andare in una taverna come te, a cercar l'allegria in fondo a un bicchiere. Non ce la saprei trovare io lÏ! #MattiaTW/11 """"",NA,O2,11,NR
10143,ele_3ARIM,tweet,1,#MattiaTW/11 https://t.co/HDtcVVIOmt,NA,O2,11,NR
10154,ele_3ARIM,tweet,1,"Quando non ci si sente liberi cambiare luogo non serve a nulla. #MattiaTW/11 """"",NA,O2,11,NR
10155,ele_3ARIM,tweet,1,"Siamo io e l'ombra mia della Terra #MattiaTW/11  https://t.co/pnOiG3Ig6R""""",photo,O2,11,NR
10156,ele_3ARIM,tweet,1,"Un desiderio vago, come un'aura dell'anima, aveva schiuso pian piano per lei, come per me [...] #MattiaTW/11",NA,O2,11,NR
10192,ElenaDiCaro14,tweet,1,"Ho chiuso troppe porte per tornare davvero a essere libero"""" #MattiaTw/+11 972CED55 https://t.co/VJb0Wow7RL""""",photo,O2,11,B
10207,eloisarossi26,tweet,1,La solitudine Ë il sentimento predominante in Mattia costretto a vivere con una falsa identit‡ senza amicizia#MattiaTW/11  12ber263,NA,O2,11,NR
10223,Ely17__,tweet,1,Ma quella era la notte degli incontri...#MattiaTW/11  252AEP2312,NA,O2,11,NR
10233,enneeinaudi1,retweet,1,"RT  @enneeinaudi1:  Eroe non potevo pi˘ essere davvero ! """" #MattiaTW/11  704NTS178""""",NA,B,11,B
10247,enneeinaudi1,tweet,1,"Eroe non potevo pi˘ essere davvero !  #MattiaTW/11  704NTS178""""",NA,B,11,B
10250,enneeinaudi1,tweet,1,"La Barchetta della mia finzione potË alla fine filare al largo e issar la vela della fantasia. #MattiaTW/11  704NSP1811""""",NA,B,11,B
10269,enneeinaudi1,tweet,1,"704NEB87#MattiaTW/11 eroe non potevo pi˘ essere davvero""""",NA,B,11,B
10272,enneeinaudi1,tweet,1,"Ajutati ch'io t'ajuto  704NGG118  #MattiaTW/11 """"",NA,B,11,B
10273,enneeinaudi1,tweet,1,"Ajutati ch'io t'ajuto 704NGG118 #MattiaTW/11 """"",NA,B,11,B
10274,enneeinaudi1,tweet,1,"Andavo,secondo l'ispirazione del momento,o nelle vie pi˘ popolate o in luoghi solitarii.#MattiaTW/11  704NFT1910""""",NA,B,11,B
10278,enneeinaudi1,tweet,1,Che vuoi che sappia io dell'aria dei vedovi?'#MattiaTW/11 704NGP236,NA,B,11,B
10279,enneeinaudi1,tweet,1,"Chi sono io ? Che rappresento io in questa casa?#MattiaTW/11  704NVH1612""""",NA,B,11,B
10305,enneeinaudi1,tweet,1,"eroe non potevo pi˘ essere davvero#MattiaTW/11 704NEB87""""",NA,B,11,B
10327,enneeinaudi1,tweet,1,"Io le faccio forse paura povera bambina con quest'occhio e con questi occhiali... #MattiaTW/11  704NlM1010""""",NA,B,11,B
10329,enneeinaudi1,tweet,1,"Io o l'occhio? 70NGG118 #MattiaTW/11 """"",NA,B,11,B
10330,enneeinaudi1,tweet,1,"Io qui rappresento la disgrazia della sua vita, la follia di suo padre, rappresento forse un umiliazione per lei.#MattiaTW/11  704NAL168""""",NA,B,11,B
10344,ExLibris2012,retweet,1,"RT  @2D_Aristosseno: Certo, Adriano, Ë per la tirannia mascherata da libert‡ che soffri. O dovrei dire Mattia?!512DAC158 #MattiaTW/11  https://t.co/DkU8fD8ywL",NA,O2,11,A
10350,ExLibris2012,retweet,1,"RT  @Rob4RIM: Compresi cosÏ,che,non ostante quel mio strambo aspetto, ella avrebbe potuto amarmi"""" #MattiaTW/11  https://t.co/t1sgZdfpDy""""",photo,O2,11,A
10357,enneeinaudi1,tweet,1,La vita per lui Ë quasi un giuoco d'abilit‡†.'#MattiaTW/11 704NGP236,NA,B,11,B
10359,enneeinaudi1,tweet,1,La vita per lui Ë quasi un giuoco d'abilit‡.'#MattiaTW/11 704NGP236,NA,B,11,B
10398,enneeinaudi1,tweet,1,"Mattia si sentiva libero, una libert‡ che iniziava ad essere misurata,ne sentiva i confini. #MattiaTW/11  704NCZ171",NA,B,11,B
10417,Fra_3RIM,retweet,1,"RT  @Rob3RIM: Mi proponevo di trarmi in disparte quanto pi˘ mi fosse possibile, ricordandomi che non dovevo accostarmi alla vita altrui"""" #MattiaTW/11 """"",NA,O2,11,NR
10424,enneeinaudi1,tweet,1,"Mi fermai di botto, sorpreso, a squadrarlo da capo a piedi. #MattiaTW/11  704NMP2411",NA,B,11,B
10425,enneeinaudi1,tweet,1,"Mi par quasi di vederlo,codesto suo lamentio 70NGG118  #MattiaTW/11 """"",NA,B,11,B
10441,enneeinaudi1,tweet,1,"pura soavissima ebrezza#MattiaTW/11  704NFP197""""",NA,B,11,B
10458,francesco_feola,retweet,1,"RT  @TwLetteratura: Io non saprei proprio dire ch'io mi sia""""Segnale orario: #MattiaTW/11, 12, 13https://t.co/Jbb1YVbct8""""",NA,O2,11,NR
10466,erik_calati,tweet,1,"I confini di questa mia libert‡ #MattiaTW/11  https://t.co/CqR9d9DYLI""""",photo,O2,11,NR
10503,ExLibris2012,tweet,1,"La donna sar‡ anche poco attenta all'estetica, ma in meno di 1 minuto consiglia di crescere barba e fare intervento all'occhio! #MattiaTW/11",NA,O2,11,A
10506,ExLibris2012,tweet,1,"Nella consapevolezza di essere un clandestino della vita, conviene mantenere un basso profilo #MattiaTW/11",NA,O2,11,A
10509,ExLibris2012,tweet,1,"Non so se si tratta di convinzione stereotipata: la donna pi˘ coraggiosa dell'uomo, non bada alla bellezza esteriore soltanto #MattiaTW/11",NA,O2,11,A
10515,ExLibris2012,tweet,1,"Se non hai un passato, hai poco da raccontare. #natoieri #MattiaTW/11",NA,O2,11,A
10561,Feder5C,tweet,11,"#MattiaTW/11  quando i molti governano pensano soltanto a contentare se stessi, si ha allora la tirannia mascherata da libert‡ """". (GiamC)""""",NA,O1,11,OtherReg
10573,Fra_3RIM,tweet,1,"Ecco la vita!pensavo.E seguivo con gli occhi la dolce fanciulla in quella sua cura gentile#MattiaTW/11  https://t.co/U2hRI0uD47""""",photo,O2,11,NR
10575,Fra_3RIM,tweet,1,"Ma la causa vera di tutti i nostri mali,di questa tristezza nostra,sai qual Ë?La democrazia. #MattiaTW/11 """"",NA,O2,11,NR
10577,Fra_Defendi,tweet,1,"#MattiaTW/11  Ma la causa di tutti i mali,sai qual Ë? La democrazia mio caro! 12BFD153",NA,O2,11,NR
10585,francamercurio1,tweet,1,"Compresi cosÏ, che, nonostante quel mio strambo aspetto, ella avrebbe potuto amarmi...#MattiaTW/11Roberta https://t.co/y1GlYPdoFp",photo,A,11,A
10588,francamercurio1,tweet,1,"Le anime hanno un loro particolar modo d'intendersi, d'entrare in intimit‡, fino a darsi del tu,...  #MattiaTW/11  Adriana",NA,A,11,A
10589,francamercurio1,tweet,2,"Ma la causa vera di tutti i mali,sai qual Ë?La democrazia,caro mio,...la tirannia mascherata da libert‡†.#MattiaTW/11  Giorgette",NA,A,11,A
10590,francamercurio1,tweet,1,"Nessuno. Siamo io e l'ombra mia, sulla terra. Me la sono portata a spasso, quest'ombra, di qua e di l‡ continuamente.. #MattiaTW/11  Raffa",NA,A,11,A
10592,francamercurio1,tweet,1,"Se noi riconosciamo pensavo """"che errare Ë dell'uomo, non Ë crudelt‡ sovrumana la giustizia?"""" #MattiaTW/11  Raffa""""",NA,A,11,A
10616,Francesco_Galas,tweet,1,"Ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡. #MattiaTW/11 12BFG234""""",NA,O2,11,NR
10617,Francesco_Galas,tweet,1,"Ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡. #MattiaTW/11 12BFG235""""",NA,O2,11,NR
10635,francodemartis,tweet,1,"L'incontro nella notte: l'ubriaco che spaccia allegria ed Adriano, basito, Áhe cerca soltanto la dimenticanza altrui  #MattiaTW/11",NA,O2,11,NR
10650,g_tornols,tweet,1,"#MattiaTW/11   E ora dopo un anno e pi˘ di forzato silenzio, provavo un gran piacere a parlare, a parlare, ogni sera""""",NA,O2,11,NR
10651,g_tornols,tweet,1,"#MattiaTW/11   Io soffro appunto per questa tirannia mascherata da libert‡""""",NA,O2,11,NR
10652,g_tornols,tweet,1,"#MattiaTW/11   Libert‡... Liberta...- mormoravo - Ma pure, non sarebbe lo stesso anche altrove?""""",NA,O2,11,NR
10653,g_tornols,tweet,1,"#MattiaTW/11  ...la luna,declinando, si mostrÚ....come se volesse spiarmi,...per dirmi: Ho capito,caro, ho capito! E tu,no? davvero?""""",NA,O2,11,NR
10654,g_tornols,tweet,1,#MattiaTW/11  ´Ecco la vita!ª pensavo. E seguivo con gli occhi la dolce fanciulla in quella sua cura gentile,NA,O2,11,NR
10655,g_tornols,tweet,1,"#MattiaTW/11  Accenno a quest'avventura, non per farmi bello d'atto di coraggio, ma per dire della paura che provai per le sue conseguenze""""",NA,O2,11,NR
10656,g_tornols,tweet,1,"#MattiaTW/11  Da quella sera in poi mi sembrÚ pi˘ soffice il letto ch'io occupavo in quella casa, pi˘ azzurro il cielo, pi˘ splendido il sole",NA,O2,11,NR
10657,g_tornols,tweet,1,"#MattiaTW/11  E ora io, dopo un anno e pi˘ forzato silenzio, provavo un gran piacere a parlare, a parlare, ogni sera""""",NA,O2,11,NR
10658,g_tornols,tweet,1,"#MattiaTW/11  eroe, ecco, eroe non potevo pi˘ essere davvero. se non a patto di morirci... Ma se ero gi‡ morto!",NA,O2,11,NR
10659,g_tornols,tweet,1,"#MattiaTW/11  fingermi col pensiero il mare tenebroso e palpitante in cui quelle acque, dopo tanta corsa, andavano a perdersi""""",NA,O2,11,NR
10660,g_tornols,tweet,1,"#MattiaTW/11  La cerimoniosa ipocrosia, la servilit‡ insinuante e loquace,il malanimo di quell'uomo mi avrebbero reso intollerabile la vita""""",NA,O2,11,NR
10661,g_tornols,tweet,1,#MattiaTW/11  L'amore e lo specchio parlano ad Adriano Meis.,NA,O2,11,NR
10662,g_tornols,tweet,1,"#MattiaTW/11  Le anime hanno un loro particolar modo d'intendersi, d'entrare in intimit‡, fino a darsi del tu...",NA,O2,11,NR
10663,g_tornols,tweet,1,"#MattiaTW/11  -Libero!- dicevo ancora  ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡.""""",NA,O2,11,NR
10664,g_tornols,tweet,1,#MattiaTW/11  Ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡.,NA,O2,11,NR
10665,g_tornols,tweet,1,"#MattiaTW/11  Meravigliavo io stesso d'avere accolto, viaggiando, tante impressioni, che il silenzio aveva quasi sepolte in me""""",NA,O2,11,NR
10666,g_tornols,tweet,1,"#MattiaTW/11  Oh perchË credi che soffra io? Io soffro appunto per questa tirannia mascherata da libert‡... """"",NA,O2,11,NR
10667,g_tornols,tweet,1,"#MattiaTW/11  siamo io e l'ombra mia, su la terra. Non mi sono mai fermato tanto, in un luogo, da potervi contrarre un'amicizia duratura.",NA,O2,11,NR
10669,g_tornols,tweet,1,"#MattiaTW/11 ´Se noi riconosciamoª pensavo ´che errare Ë dell'uomo, non Ë crudelt‡ sovrumana la giustizia?ª",NA,O2,11,NR
10670,g_tornols,tweet,1,"#MattiaTW/11 Chi sono io? che rappresento in questa casa?""""",NA,O2,11,NR
10671,g_tornols,tweet,1,"#MattiaTW/11 -Come puoi tu pretendere,mio caro Adriano-dico a me stesso,-che qualche donna s'innamori di te?-""""",NA,O2,11,NR
10672,g_tornols,tweet,1,"#MattiaTW/11 -Libero!-dicevo ancora  ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa libert‡.""""",NA,O2,11,NR
10673,g_tornols,tweet,1,"#MattiaTW/11 mi vidi per sempre escluso dalla vita, senza la possibilit‡ di rientrarvi.""""",NA,O2,11,NR
10733,gabu78,tweet,1,"Di sera, guardando il fiume il mare in cui andava a perdersi io nel pensier mi fingo  ove per pocola bocca non sbadiglia #MattiaTW/11",NA,O2,11,NR
10734,gabu78,tweet,1,"Di sera, guardando il fiume il mare in cui va a perdersi io nel pensier mi fingo  ove per poco la bocca non sbadiglia #MattiaTW/11",NA,O2,11,NR
10736,gabu78,tweet,1,Mattia fu...Ë vera libert‡†? #MattiaTW/11,NA,O2,11,NR
10745,gabu78,tweet,1,Mattia fu...Ë vera libert‡? #MattiaTW/11,NA,O2,11,NR
10803,giorgia_nasini,tweet,1,"#MattiaTW/11  12BGN67 Le anime hanno un loro particolar modo d'intendersi, d'entrare in intimit‡, fino a darsi del tu",NA,O2,11,NR
10809,giorgiopalma97,tweet,2,#MattiaTW/11  [...]quei due si misero a parlare pianissimo. non potendo pi˘ con gli orecchi cercai d' ajutarmi con gli occhi.,NA,O2,11,NR
10810,giorgiopalma97,tweet,2,"#MattiaTW/11  La lunga attesa non mi stancÚ affatto, anzi mi sollevÚ man mano, mi procurÚ una viva e crescente soddisfazione""""",NA,O2,11,NR
10858,glo_3ARIM,retweet,1,"RT  @ExLibris2012: Nella consapevolezza di essere un clandestino della vita, conviene mantenere un basso profilo #MattiaTW/11",NA,O2,11,NR
10862,giu-01,tweet,1,"Eh via, come sei sciocchina!si fa per ridere.. #MattiaTW/11",NA,O2,11,NR
10980,gondeberga,retweet,1,"RT  @Classe4I: #MattiaTW/11  le anime hanno un loro particolar modo d'intendersi, d'entrare in intimit‡, fino a darsi del tu"""".  @TwLetteratura""""",NA,A,11,A
10981,gondeberga,retweet,1,"RT  @Classe4I: #MattiaTW/11  Libero, ma prigioniero dei confini della mia stessa libert‡.  @TwLetteratura",NA,A,11,A
11009,glo_3ARIM,tweet,1,#MattiaTW/11  https://t.co/hujpKIzzAC,NA,O2,11,NR
11011,glo_3ARIM,tweet,1,"E mi proponevo di trarmi in disparte quanto pi˘ mi fosse possibile #MattiaTW/11 """"",NA,O2,11,NR
11012,glo_3ARIM,tweet,1,"Eroe, ecco, eroe non potevo pi˘ essere davvero. Se non a patto di morirci... Ma se ero gi‡ morto! #MattiaTW/11 """"",NA,O2,11,NR
11019,glo_3ARIM,tweet,1,La democrazia Ë la vera causa di tutti i nostri mali. #MattiaTW/11,NA,O2,11,NR
11022,glo_3ARIM,tweet,1,"Siamo io e l'ombra mia, su la terra. #MattiaTW/11  https://t.co/cilI8PhQbz""""",photo,O2,11,NR
11032,glo_4RIM,tweet,1,"E mi proponevo di trarmi in disparte quanto pi˘ mi fosse possibile #MattiaTW/11 """"",NA,O2,11,NR
11034,icentodelPascal,retweet,1,RT  @icentodelPascal: #MattiaTW/11 Dovevo trarmi in disparte quanto pi˘ possibile e sfuggire ad ogni intimit‡ e contentarmi di vivere cosÖ https://t.co/YHSk9zbEEi,NA,O2,11,NR
11038,glo_4RIM,tweet,1,La democrazia Ë la vera causa di tutti i nostri mali. #MattiaTW/11,NA,O2,11,NR
11057,GRGCRB,tweet,1,Gi‡ cominciavo a penetrare il senso e a misurare i confini di questa di libert‡. 252AGC152 #MattiaTW/11,NA,O2,11,NR
11090,icentodelPascal,tweet,1,#MattiaTW/11 Dovevo trarmi in disparte quanto pi˘ possibile e sfuggire ad ogni intimit‡ e contentarmi di vivere cosÖ https://t.co/YHSk9zbEEi,NA,O2,11,NR
11106,IIAL_DaVinci,tweet,1,"Adriano avrebbe potuto lasciare la casa e darla vinta a Papiano, ma ormai una donna intratteneva il suo cuore. (PL) #MattiaTW/11",NA,O1,11,OtherReg
11120,IIAL_DaVinci,tweet,1,"Adriano,nelle vie di Roma, salva una donna da un'aggressione ma non puÚ prendersi i meriti perchË non ha un'identit‡ #MattiaTW/11  (AA)",NA,O1,11,OtherReg
11133,IIAL_DaVinci,tweet,1,"Come puoi tu pretendere,mio caro Adriano che qualche donna s'innamori di te?(VL) #MattiaTW/11 """"",NA,O1,11,OtherReg
11148,IIAL_DaVinci,tweet,1,"Diciamo allora che la donna Ë anche pi˘ coraggiosa dell'uomo signorina...-GC #MattiaTW/11 """"",NA,O1,11,OtherReg
11158,IIAL_DaVinci,tweet,1,"E non sar‡ che anche la luna gli stesse schiarendo le idee? Come se volesse aiutarlo e magari sorprenderlo. (PL) #MattiaTW/11 """"",NA,O1,11,OtherReg
11159,IIAL_DaVinci,tweet,1,"E ora io, dopo un anno e pi˘ di forzato silenzio, provavo un gran piacere a parlare, a parlare, ogni sera. #MattiaTW/11   (ND)",NA,O1,11,OtherReg
11168,IIAL_DaVinci,tweet,1,"Eroe, ecco, eroe non potevo pi˘ essere davvero. Se non a patto di morirci... Ma se ero gi‡ morto! (EC) #MattiaTW/11 """"",NA,O1,11,OtherReg
11212,IIAL_DaVinci,tweet,1,"La sua libert‡"""" gli proibisce perfino di essere un eroe e lo costringe a nascondersi con la sua """"coda di paglia"""" (VQ) #MattiaTW/11 """"",NA,O1,11,OtherReg
11226,IIAL_DaVinci,tweet,1,"-Libero!- dicevo ancora  ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡. #MattiaTW/11  (AA)""""",NA,O1,11,OtherReg
11227,IIAL_DaVinci,tweet,1,"-Libero-dicevo ancora ma gia cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡ (susi) #MattiaTW/11 """"",NA,O1,11,OtherReg
11228,IIAL_DaVinci,tweet,1,"Libert‡..libert‡.. -mormoravo-Ma pure non sarebbe lo stesso anche altrove?(GM) #MattiaTW/11 """"",NA,O1,11,OtherReg
11235,IIAL_DaVinci,tweet,1,"Ma quella era la notte degl'incontri. (IM) #MattiaTW/11 """"",NA,O1,11,OtherReg
11298,IIAL_DaVinci,tweet,1,"Nonostante il suo atto di coraggio, Mattia Ë costretto a nascondersi nell'ombra per evitare di finire sui giornali. (EC) #MattiaTW/11",NA,O1,11,OtherReg
11299,IIAL_DaVinci,tweet,1,"Nonostante la buona azione, Mattia non vuole considerarsi un eroe, per il timore di comparire negli articoli di cronaca.(IM) #MattiaTW/11",NA,O1,11,OtherReg
11322,IIAL_DaVinci,tweet,1,"Sebbene abbia compiuto una buona azione,Adriano si nasconde e non si reputa un eroe.(susi) #MattiaTW/11",NA,O1,11,OtherReg
11337,IIAL_DaVinci,tweet,1,Una sera Mattia si trova coinvolto in una rissa ma non riesce a denunciare l'aggressore della donna che ha salvato.-GC #MattiaTW/11,NA,O1,11,OtherReg
11344,iibrossanols,tweet,1,"Adriano Ë sicuro di piacere alla Caporale, Ë il bello d'esser brutti: sapere che qualcuno ti ama per ciÚ che hai dentro. #MattiaTW/11  (Sara)",NA,O2,11,A
11348,iibrossanols,tweet,1,"Alcune volte gridavo dentro di me la parola: Libero,Libero!""""  ma gi‡ cominciavo a misurare i confini di questa mia libert‡. #MattiaTW/11  AL""""",NA,O2,11,A
11382,iibrossanols,tweet,1,"Fingermi col pensiero il mare tenebroso e palpitante in cui quelle acque, dopo tanta corsa, andavano a perdersi... #MattiaTW/11  (MICH)""""",NA,O2,11,A
11400,iibrossanols,tweet,1,"La cercavo con lo sguardo #MattiaTW/11  FS.""""",NA,O2,11,A
11420,iibrossanols,tweet,1,"Le anime si conoscono sfiorandosi,volando insieme libere, fino a fondersi in un'unica essenza.  #MattiaTW/11 (Maria)",NA,O2,11,A
11449,iibrossanols,tweet,1,"Quando i molti governano... si ha la tirannia pi˘ balorda e odiosa:la tirannia mascherata da libert‡ #MattiaTW/11  L.O.""""",NA,O2,11,A
11461,iibrossanols,tweet,1,Silvia vide la bellezza nella sua oscurit‡. #MattiaTW/11  FS,NA,O2,11,A
11509,IICSUPER,tweet,1,?Se noi conosciamo che errare Ë dell'uomo non Ë crudelt‡ sovrumana la giustizia?? #MattiaTW/11  #IIcstraordinaria772CZS255,NA,A,11,A
11520,IICSUPER,tweet,1,"Avevo finalmente acquistato l'equilibrio, raggiunto l'ideale che m'ero prefisso... #MattiaTW/11Ö https://t.co/PmbZwKd4Hw""""",NA,A,11,A
11550,IICSUPER,tweet,1,"E il mio spirito ridiventÚ ilare,come nella prima giovinezza perdette il veleno dell'esperienza #MattiaTW/11  #IICstraordinaria (772CFD179)""""",NA,A,11,A
11554,IICSUPER,tweet,1,"-Ecco la vita!- pensavo. E seguivo con gli occhi la dolce fanciulla in quella sua cura gentile #MattiaTW/11  #IIcstraordinaria 772CBM2111""""",NA,A,11,A
11562,IICSUPER,tweet,1,"Era un fuggevole sguardo, come il lampo duna grazie dolcissima #MattiaTW/11  #IIcstraordinarie 772CPE189""""",NA,A,11,A
11586,IICSUPER,tweet,1,"Le anime hanno un loro particolar modo di intendersi,d'entrare in intimit‡,fino a darsi del tu..#MattiaTW/11 #IIcstraordinaria 772CZS255""""",NA,A,11,A
11587,IICSUPER,tweet,1,"Le anime hanno un loro particolar modo d'intendersi, d'entrare in intimit‡, fino a darsi del tu.#MattiaTW/11  #IICSTRAORDINARIA (772CMA212)",NA,A,11,A
11589,IICSUPER,tweet,1,"Le anime hanno un particolar modo d'intendersi #IICstraordinaria #MattiaTW/11  (772CLF297)""""",NA,A,11,A
11604,IICSUPER,tweet,1,"Mattia era costretto a mentire, dopo un po' ci aveva fatto l'abitudine! #MattiaTW/11  #IIcstraordinaria 772CCM712",NA,A,11,A
11654,IICSUPER,tweet,1,"Se noi riconosciamo che errare Ë dell'uomo, non Ë la crudelt‡ sovrumana la giustizia?#MattiaTW/11  772CGM2410 #IICstraordinaria""""",NA,A,11,A
11659,IICSUPER,tweet,1,"Siamo io e l'ombra mia, su la terra (772CCF155)#MattiaTW/11  #IIcstraordinaria""""",NA,A,11,A
11686,IICSUPER,retweet,1,RT  @4A_Rodolico: E qui Hobbes si fa sentire... La pensi cosÏ anche te?  @MattiaPascalTw #MattiaTW/11  (924ANC245) https://t.co/BNoAVfDQOY,photo,A,11,A
11687,IICSUPER,retweet,1,RT  @4A_Rodolico: Mai sottovalutare lo spirito d'osservazione femminile! #MattiaTW/11  (924ANC245) https://t.co/5vKv0dIont,photo,A,11,A
11690,IICSUPER,retweet,1,RT  @5GRinaldini: Dovremmo cogliere la purezza dell'anima per poter comunicare in modo autentico superando la rigidit‡ del corpo #MattiaTW/11 (1),NA,A,11,A
11692,IICSUPER,retweet,1,"RT  @5GRinaldini: 'Se noi riconosciamo che errare Ë dell'uomo,non Ë crudelt‡ sovrumana la giustizia?'Perdonare Ë difficile. #Pavese lo sapeva#MattiaTW/11  #4",NA,A,11,A
11693,IICSUPER,retweet,1,RT  @ClasseIIIA_Redi: #MattiaTW/11 nuov(A)       i(D)entita'        (R)ende        l(I)bero     M(A)ttia    se(N)za        (O)obblighi-LI,NA,A,11,A
11700,IICSUPER,retweet,1,"RT  @IIAL_DaVinci: E ora io, dopo un anno e pi˘ di forzato silenzio, provavo un gran piacere a parlare, a parlare, ogni sera. #MattiaTW/11   (ND)",NA,A,11,A
11722,IICSUPER,retweet,1,RT  @luca2831: #MattiaTW/11  La barchetta della mia finzione potË alla fine filare al largo e issar la vela della fantasia 12BLV283,NA,A,11,A
11725,IICSUPER,retweet,1,"RT  @marimelaverde: Le anime hanno un loro particolar modo d'intendersi, d'entrare in intimit‡, fino a darsi del tu. #MattiaTW/11  12BMT46",NA,A,11,A
11727,IICSUPER,retweet,1,RT  @MattiaPascalTw:  @paolocosta ma voi... l'avete mai provata la vera libert‡? Fa paura... #MattiaTW/11,NA,A,11,A
11728,IICSUPER,retweet,1,"RT  @MattiaPascalTw: Ed io mi chiedo... ad ogni maschera corrisponde un'anima, o l'anima Ë qualcosa di unitario? ??#MattiaTW/11 Ö https://t.co/VwmJQU5ZAx",NA,A,11,A
11732,IICSUPER,retweet,1,RT  @MontalciniQ2A: Quando non ci si sente liberi cambiare luogo non serve a nulla #MattiaTW/11  (242AMI1411),NA,A,11,A
11735,IICSUPER,retweet,1,RT  @paolocosta: Un tempo anch'io volli passare incolume per la vita. Ho capito che Ë solo un modo diverso di soffrire. #MattiaTW/11,NA,A,11,A
11739,IICSUPER,retweet,1,"RT  @Roby3RIM: Ma gi‡ cominciavo a penetrare il senso e a misurare i confini di questa mia libert‡"""" #MattiaTW/11""""",NA,A,11,A
11741,IICSUPER,retweet,1,"RT  @StartingWork_2A: Un pensiero, un'immagine dovette balenarle in quel punto alla mente """" #MattiaTW/11  (42ASL2610)""""",NA,A,11,A
11758,IIFFortunato1,tweet,1,? Libero! ? dicevo ancora  ma gi‡ cominciavo a penetrare il senso e misurare i confini di questa mia libert‡. -RebeccaR#MattiaTW/11,NA,A,11,A
11761,IIFFortunato1,tweet,1,"´Se noi riconosciamo,ª pensavo, ´che errare Ë dell'uomo, non Ë crudelt‡ sovrumana la giustizia?ª #MattiaTW/11  Fabiana",NA,A,11,A
11774,IIFFortunato1,tweet,1,Che fai? Che pensi? non ti curar di nulla! #MattiaTW/11  Mauro Spera,NA,A,11,A
11777,IIFFortunato1,tweet,1,"Compresi cosÏ, che, nonostante quel mio strambo aspetto, ella avrebbe potuto amarmi...#MattiaTW/11  Alessandro N.",NA,A,11,A
